code;plan;theme;titre;dispoCode;dispoTitre;public;objectifs;contenu;duree;effectif;abonnement
100543;ENS; ARTS PLASTIQUES;Elèves BEP et enseignement des Arts Plastiques, quels besoins, quels outils, quelles pratiques ?;25A0090290;APL_04 - ELEVES EBEP ET ARTS PLASTIQUES;Le stage est ouvert aux enseignants d'Arts  Plastiques, public volontaire.;Présentation des EBEP et des troubles. Quels sont les besoins des élèves BEP ? Quel(s) plan(s) mettre en place en fonction des profils des EBEP ? Quel est le rôle de l'AESH et comment s'organiser pendant les cours ? Proposer une adaptation universelle pour aller vers la différenciation en Arts Plastiques. Quelles apprentissages et compétences à développer en Arts Plastiques pour les EBEP ?;"ARTS PLASTIQUES
Comment accompagner les élèves à besoins éducatifs particuliers pendant les cours d'Arts Plastiques ? Articuler la didactique des Arts Plastiques avec la prise en compte des besoins éducatifs particuliers des élèves. Comprendre les incidences de différents troubles ou situations de handicap et leurs conséquences pour les élèves en cours d'Arts Plastiques. Savoir proposer des situations d'enseignement permettant l'accès à la pratique artistique pour tous les élèves d'un groupe classe.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100543/tab/trainee/pill/individualTrainingPlan
101755;ENS; BIOTECH. SANTE ENVIRONNMT - MEDICO-SOC. LP;Intégrer l'IA et les CPS dans l'enseignement de la PSE;25A0090807;BSSM11 - L'IA ET CSP DANS L'ENSEIGNEMENT PSE;Enseignants en BSE;"S'approprier l'IA et les CPS pour une intégration 
dans les séquences d'enseignement en PSE";"BIOTECHNOLOGIES ET SBSSA
Intégrer l'IA et les CPS dans sa pédagogie.
Concevoir des supports de cours et d'évaluation en 
utilisant l'IA.
Proposer des activités qui permettent d'activer les 
CPS";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101755/tab/trainee/pill/individualTrainingPlan
100571;ENS; CINEMA;Webinaire informatif aux certifications complémentaires pour les 5 enseignements artistiques (PV);25A0090308;CIN_06 @ WEBINAIRE CERTIFICATIONS EN ARTS (PV);Enseignants prioritairement du 2nd degré. Toutes disciplines concernées.;La certification complémentaire en arts permet d'attester de compétences dans un domaine de culture artistique et offre l'opportunité d'en acquérir d'autres. Prenant appui sur les programmes en lycée, mobilisant des expériences professionnelles et convoquant une expertise scientifique plus ou moins étayée et étoffée, il s'agit d'accompagner les préparationnaires dans leur démarche qu'il s'agisse de la construction de progressive du rapport dactylographié et de l'épreuve orale. Plusieurs points seront abordés : réflexions didactiques et pistes pédagogiques en lien avec les projets envisagés, connaissance des acteurs institutionnels et des ressources régionales.;"AUTRE CONTENU ARTS ET PATRIMOINE
Ce premier temps informatif commun aux enseignements artistiques (octobre 2025) abordera les différentes exigences et attendus de cette épreuve certificative Arts avec cinq options : arts du cirque, cinéma et audiovisuel, danse, histoire de l'art, théâtre.";2;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100571/tab/trainee/pill/individualTrainingPlan
101159;ENS; CINEMA;Découvrir l'enseignement et la pratique du cinéma au collège;25A0090569;CIN_03 @ ENSEIGNER ET PRATIQUER LE CINEMA AU CLG;Public volontaire, enseignants et CPE de collèges, toutes disciplines ayant un intérêt ou ayant déjà une pratique en classe du cinéma.;"S'informer sur l'existence des dispositifs et 
actions sur l'Académie en lien avec le cinéma
Apprendre des témoignages de pratiques : ateliers 
artistiques cinéma et ciné-club
Aiguiller les collègues pour construire une 
progression intégrant un projet 
interdisciplinaire.";"CINEMA, DANSE, THEATRE
Une visio conférence de 2 heures et 2 visio conférences d'1 heure (mise au point sur les pratiques et actions menées sur l'académie en cinéma, témoignages sur des pratiques comme la mise en place d'un ciné-club, propositions de pistes pour créer une progression intégrant un projet) puis un suivi des pratiques et interrogations des collègues stagiaires.";4;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101159/tab/trainee/pill/individualTrainingPlan
101160;ENS; CINEMA;Comprendre les enjeux de l'enseignement du cinéma;25A0090570;CIN_04 @ S'ENGAGER DANS L'ENSEIGNEMENT DU CINEMA;Public volontaire,enseignants intéressés par l'enseignement du cinéma (théorie et pratique) qui voudraient se préparer à la certification complémentaire à moyen terme;"S'approprier les textes officiels et programmes autour de l'enseignement du cinéma. 
Savoir travailler ensemble autour de projets s'appuyant sur l'étude de films.
Découvrir ou consolider les connaissances cinématographiques.
Découvrir ou consolider les outils réflexifs nécessaires à la réalisation de petites formes audiovisuelles à partir d'un questionnement sur les démarches. 
Exploiter les spécificités cinématographiques pour évaluer les compétences liées à l'enseignement du cinéma.";"CINEMA, DANSE, THEATRE
Découverte du contexte et des enjeux de l'enseignement du cinéma
Réflexion sur la mise en place de projets et sur l'importance du partenariat
Réalisation et prise de vues lors d'une session en structure, ou en lycée, pour insister sur le partenariat et l'importance de ses intervenants";8;16;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101160/tab/trainee/pill/individualTrainingPlan
101313;ENS; CINEMA;Apprendre à monter à partir de rushes;25A0090638;CIN_05 - APPRENDRE À MONTER;Public volontaire. En priorité, les enseignants d'option cinéma au lycée et professeurs de collège et de lycée ayant une implicatiob dans une activité liée au cinéma avec leurs élèves ou dans un projet audiovisuel pluridisciplinaire.;"Apprendre à utiliser un logiciel de montage
savoir proposer une réécriture d'images à partir du montage
faire comprendre la force du montage et la polysémie des images en fonction du montage";"CINEMA, DANSE, THEATRE
Les professeurs stagiaires vont manipuler des images(rushes)pour réaliser un montage et ainsi s'approprier les techniques et particularités du montage. Savoir s'investir et investir les élèves dans une création cinématographique ou audiovisuelle.";12;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101313/tab/trainee/pill/individualTrainingPlan
101145;ENS; CULTURE ACADEMIQUE SCIENCES ET TECHNOLOGIES;Forum académique science et société;25A0090562;CAST01 - FORUM ACADEMIQUE SCIENCE ET SOCIETE;Enseignants de toutes les disciplines scientifiques en collège et lycée (mathématiques, physique-chimie, SVT et technologie) + enseignants du 1er degré;"- Mettre en lumière l'ensemble des acteurs de la Culture Scientifique Technologique et Industrielle en Région
- Aborder et décrypter de manière concrète et simple les concepts scientifiques, techniques et industriels nécessaires à une compréhension des enjeux territoriaux
- Mettre en réseau les acteurs de l'EN, de l'enseignement supérieur, les collectivités et le monde économique afin d'investir les programmes, les parcours éducatifs, les transitions qui jalonnent leur parcours scolaire.";"AUTRE CONTENU SCIENCES, TECHNO, SCIENCES INGENIEUR
Afin de permettre aux enseignants d'appréhender les grands enjeux sociétaux scientifiques en lien avec leur territoire et les acteurs qui le composent, le forum académique science et société vise à aborder de grandes thématiques et enjeux sociétaux déclinés à l'échelle de nos territoires.";6;100;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101145/tab/trainee/pill/individualTrainingPlan
101149;ENS; CULTURE ACADEMIQUE SCIENCES ET TECHNOLOGIES;La découverte d'ARKEOS ORIONIS (DOUAI);25A0090565;CAST04 -FT- DECOUVERTE D'ARKEOS ORIONIS;Enseignants de toutes les disciplines scientifiques en collège et lycée;"- Découvrir des structures scientifiques afin de décrypter leurs approches de la science comme outil de médiation auprès des publics. 
- Pratiquer la démarche scientifique et la démarche archéologique.
- Comprendre comment se construit la science en croisant les regards des acteurs.
- Développer des modèles simples pour expliquer des faits d'observations et mise en œuvre de démarches propres aux sciences.
- Décrire de la structure de l'Univers et du système solaire, identifier des unités de distance et conversion.";"AUTRE CONTENU SCIENCES, TECHNO, SCIENCES INGENIEUR
Cette formation vous propose de découvrir 2 structures, véritable fer de lance du Douaisis. Arkéos est un lieu culturel unique qui s'appuie sur deux pôles à savoir un musée et un parc de reconstitutions archéologiques. À l'image d'un voyage dans le temps, ce musée explore la vie de nos ancêtres sur plus de 200 000 ans ; vous découvrirez à travers les expositions, ateliers et reconstitutions en extérieur une interprétation de l'histoire d'un territoire et de ceux qui l'ont modelé. 
C'est ensuite une plongée au sein d'Orionis, véritable porte sur le cosmos que vous vivrez une expérience unique au cœur de ce planétarium, équipement scientifique de grande qualité, doté des dernières technologies. Cette journée vous permettra d'appréhender ces structures scientifiques comme un véritable outil pédagogique riche en ressources, animations ateliers transposables dans vos pratiques pédagogiques.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101149/tab/trainee/pill/individualTrainingPlan
100569;ENS; DANSE;Webinaire informatif aux certifications complémentaires pour les 5 enseignements artistiques (PV);25A0090306;DANS02 @ WEBINAIRE CERTIFICATIONS EN ARTS (PV);Enseignants prioritairement du 2nd degré. Toutes disciplines concernées.;Les certifications complémentaires en arts (histoire de l'art, danse, théâtre, cinéma audiovisuel et arts du cirque) permettent d'attester de compétences dans ce domaine et offre l'opportunité d'en acquérir d'autres. Prenant appui sur les programmes mobilisant des expériences professionnelles et convoquant une expertise scientifique plus ou moins étayée et étoffée, il s'agit d'accompagner les préparationnaires dans leur démarche qu'il s'agisse de la construction de progressive du rapport dactylographié et de l'épreuve orale. Plusieurs points seront abordés et notamment des réflexions didactiques et pistes pédagogiques en lien avec les projets envisagés, connaissance des acteurs institutionnels et des ressources régionales.;"AUTRE CONTENU ARTS ET PATRIMOINE
Ce premier temps informatif commun aux enseignements artistiques (octobre 2025) abordera les exigences et attendus de cette épreuve certificative Arts avec cinq options : arts du cirque, cinéma et audiovisuel, danse, histoire de l'art, théâtre.";2;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100569/tab/trainee/pill/individualTrainingPlan
100726;ENS; DANSE;Cirque en lycée et LP, deux approches;25A0090391;DANS01 @ VIVRE UN PROCESSUS DE CRÉATION;"Enseignants en LP et LGT. Professeurs d&#8217;EPS souhaitant enseigner  les arts du cirque  et professeurs de toutes disciplines investis dans les projets EAC. Condition physique minimale requise.";Découvrir des œuvres référencées servant de point d'appuis pour enseigner les arts du cirque. Expérimenter des outils pour bousculer les représentations et faire adhérer tous les élèves à l'activité. Élaborer ensemble des propositions d'évaluation. Structurer les séances pour s'assurer que les élèves acquièrent les compétences de CA3 ou des attendus de l'EAC. Identifier des procédés de composition pour en faire des moteurs de création. Préciser et catégoriser des contenus (sécuritaires, biomécaniques, techniques). Rencontrer une équipe artistique et envisager ses interventions dans le cadre d'un projet co-construit.;"CINEMA, DANSE, THEATRE
Cette formation propose des pistes pour programmer, enseigner, et évaluer un projet cirque au lycée ou au lycée professionnel. Que ce soit dans le cadre de l'enseignement en EPS ou dans le cadre de projets interdisciplinaires permettant de nourrir le PEAC des élèves, il s'agit d'enrichir les connaissances des arts du cirque, de découvrir comment en diversifier les pratiques et comment en déconstruire certaines représentations erronées. En proposant aux stagiaires de vivre un processus de création au contact d'une équipe artistique et en découvrant des exemples de mise en œuvre de ces processus avec des élèves, ils pourront ainsi envisager les modalités d'adaptation pédagogique, de formalisation et d'évaluation.";7;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100726/tab/trainee/pill/individualTrainingPlan
100727;ENS; DANSE;Danse hip-hop et affirmation de soi;25A0090391;DANS01 @ VIVRE UN PROCESSUS DE CRÉATION;Enseignants du second degré, voie générale, technologique et professionnelle. Enseignants qui préparent des élèves à des examens oraux. Enseignants de toutes disciplines.;Vivre un temps de pratique autour des fondamentaux de la danse hip-hop. Développer la confiance en soi et l'estime personnelle à travers le soutien du groupe. Favoriser l'affirmation de soi à travers l'expression de son style personnel. Faire de la danse un levier pour la réussite des élèves. Découvrir une structure partenaire du territoire et sa programmation à destination du public scolaire.;"CINEMA, DANSE, THEATRE
Le stage propose d'appréhender la danse hip-hop et le free style de manière sensible. Les stagiaires seront accueillis au Flow, centre régional des cultures urbaines à Lille, afin de découvrir le lieu, les artistes en résidence et le service de médiation. Des projets à mener en partenariat seront présentés en lien avec le festival des cultures urbaines « Hip Open Dance ». Un temps de pratique permettra d'expérimenter la danse freestyle. Les questionnements suivants seront au centre des ateliers et des échanges : comment aider les élèves à s'exprimer face à un groupe ? Comment accompagner les élèves pour une meilleure affirmation de soi ?";4;16;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100727/tab/trainee/pill/individualTrainingPlan
